slug,archetype,confidence,importance,difficulty,module,topic,title,file,status
core-gcp-services-java-backend-developer,A,medium,,easy,gcp,gcp-core-services,Core GCP Services for Java Backend Developers,content/java-backend-intermediate/gcp/gcp-core-services/complete-qa.json,done
gcp-cloud-storage-java-application,A,medium,,easy,gcp,gcp-storage-and-data,Using Google Cloud Storage in Java Applications,content/java-backend-intermediate/gcp/gcp-storage-and-data/complete-qa.json,legacy
sqs-dlq-retry-patterns,A,medium,,medium,aws-cloud,aws-messaging,"SQS Dead-Letter Queues: Poison Messages, Retries, Redrive",content/java-backend-intermediate/aws-cloud/aws-messaging/complete-qa.json,legacy
ec2-vs-ecs-vs-eks-vs-fargate-vs-lambda,B,high,,medium,aws-cloud,comparisons,"AWS Compute Compared: EC2, ECS, EKS, Fargate, Lambda, App Runner",content/java-backend-intermediate/aws-cloud/comparisons/complete-qa.json,legacy
rds-vs-aurora-vs-dynamodb,B,high,,medium,aws-cloud,comparisons,AWS Database Comparison: RDS vs Aurora vs DynamoDB,content/java-backend-intermediate/aws-cloud/comparisons/complete-qa.json,legacy
sqs-vs-sns-vs-eventbridge-vs-kinesis,B,high,,medium,aws-cloud,comparisons,"AWS Messaging Compared: SQS, SNS, EventBridge, Kinesis, MSK",content/java-backend-intermediate/aws-cloud/comparisons/complete-qa.json,legacy
ecs-task-definition-deep-dive,A,medium,,medium,aws-cloud,ecs-and-fargate,"ECS Task Definition: Production Fields, Best Practices",content/java-backend-intermediate/aws-cloud/ecs-and-fargate/complete-qa.json,legacy
iam-role-vs-user-best-practices,B,medium,,medium,aws-cloud,iam-and-security,IAM Users vs Roles vs Instance Profiles: Best Practices,content/java-backend-intermediate/aws-cloud/iam-and-security/complete-qa.json,legacy
rds-connection-pooling-hikaricp-rds-proxy,A,medium,,medium,aws-cloud,rds-with-spring,Spring Boot + RDS Connection Pooling: HikariCP + RDS Proxy,content/java-backend-intermediate/aws-cloud/rds-with-spring/complete-qa.json,legacy
s3-storage-classes-lifecycle-cost-optimization,C,high,,medium,aws-cloud,s3-storage,S3 Storage Classes and Lifecycle: Cost Optimization,content/java-backend-intermediate/aws-cloud/s3-storage/complete-qa.json,legacy
aws-bill-doubled-overnight-debug,D,high,,medium,aws-cloud,scenario-based,"AWS Bill Doubled: Cost Explorer, Untagged Resources, Egress",content/java-backend-intermediate/aws-cloud/scenario-based/complete-qa.json,legacy
ec2-instance-cant-reach-rds-debug,D,high,,medium,aws-cloud,scenario-based,EC2 Cannot Connect to RDS: VPC Networking Debug Walkthrough,content/java-backend-intermediate/aws-cloud/scenario-based/complete-qa.json,legacy
lambda-java-cold-start-mitigation,A,medium,,medium,aws-cloud,serverless,"Lambda Java Cold Starts: SnapStart, Provisioned Concurrency, GraalVM",content/java-backend-intermediate/aws-cloud/serverless/complete-qa.json,legacy
azure-api-management-spring-boot-microservices,A,medium,,medium,azure,azure-api-and-observability,Azure API Management for Spring Boot Microservices,content/java-backend-intermediate/azure/azure-api-and-observability/complete-qa.json,legacy
azure-application-insights-spring-boot,A,medium,,medium,azure,azure-api-and-observability,Azure Application Insights for Spring Boot Observability,content/java-backend-intermediate/azure/azure-api-and-observability/complete-qa.json,legacy
azure-container-registry-aks-pipeline,A,medium,,medium,azure,azure-compute-and-deployment,Azure Container Registry + AKS Deployment Pipeline,content/java-backend-intermediate/azure/azure-compute-and-deployment/complete-qa.json,legacy
azure-functions-java-serverless,A,medium,,medium,azure,azure-compute-and-deployment,Azure Functions with Java — Serverless Spring,content/java-backend-intermediate/azure/azure-compute-and-deployment/complete-qa.json,legacy
azure-spring-apps-deployment,A,medium,,medium,azure,azure-compute-and-deployment,Deploying Spring Boot to Azure Spring Apps,content/java-backend-intermediate/azure/azure-compute-and-deployment/complete-qa.json,legacy
azure-core-services-java-backend,A,medium,,medium,azure,azure-core-services,Azure Core Services for Java Backend Developers,content/java-backend-intermediate/azure/azure-core-services/complete-qa.json,legacy
azure-service-bus-vs-event-hub-java,B,medium,,medium,azure,azure-messaging,Azure Service Bus vs Event Hubs — Messaging Choice for Java,content/java-backend-intermediate/azure/azure-messaging/complete-qa.json,legacy
azure-active-directory-spring-security,A,medium,,medium,azure,azure-security-and-iam,Azure Active Directory Authentication with Spring Security,content/java-backend-intermediate/azure/azure-security-and-iam/complete-qa.json,legacy
azure-key-vault-spring-boot,A,medium,,medium,azure,azure-security-and-iam,Azure Key Vault Integration with Spring Boot,content/java-backend-intermediate/azure/azure-security-and-iam/complete-qa.json,legacy
azure-managed-identity-passwordless,A,medium,,medium,azure,azure-security-and-iam,Managed Identity for Passwordless Azure Resource Access,content/java-backend-intermediate/azure/azure-security-and-iam/complete-qa.json,legacy
azure-blob-storage-spring-boot,A,medium,,medium,azure,azure-storage-and-data,Azure Blob Storage with Spring Boot (azure-storage-blob),content/java-backend-intermediate/azure/azure-storage-and-data/complete-qa.json,legacy
azure-sql-vs-cosmos-db-java,B,medium,,medium,azure,azure-storage-and-data,Azure SQL Database vs Cosmos DB for Java Apps,content/java-backend-intermediate/azure/azure-storage-and-data/complete-qa.json,legacy
12-factor-app-methodology-modern-cloud-native,A,medium,,medium,cloud-native,12-factor-app,12-Factor App: Principles and Modern Cloud-Native Application,content/java-backend-intermediate/cloud-native/12-factor-app/complete-qa.json,legacy
essential-cloud-design-patterns-java,A,medium,,medium,cloud-native,cloud-design-patterns,Essential Cloud Design Patterns for Production Java Services,content/java-backend-intermediate/cloud-native/cloud-design-patterns/complete-qa.json,legacy
containers-vs-vms-vs-serverless-and-orchestrator-choice,B,high,,medium,cloud-native,comparisons,Containers vs VMs vs Serverless; Kubernetes vs ECS vs Cloud Run vs Lambda for Java,content/java-backend-intermediate/cloud-native/comparisons/complete-qa.json,legacy
